诗人,作品,问题,答案
李贺,马诗二十三首·其五,诗中写连绵燕山山岭上一弯明月当空如弯钩，以钩喻月、暗含战场杀伐之气的句子是：__________,燕山月似钩
李贺,马诗二十三首·其五,诗中前两句写景，铺展边疆战场的辽阔画面，为后文借马抒情做铺垫的核心句子是：__________,大漠沙如雪，燕山月似钩
李贺,马诗二十三首·其五,诗中以良马自比，直抒胸臆，表达诗人渴望受到朝廷重用、一展雄才大志的千古名句是：__________,何当金络脑，快走踏清秋
李贺,马诗二十三首·其五,诗中以 “金络脑” 象征受重用、得赏识，表达诗人热切期望自身抱负得以施展的句子是：__________,何当金络脑
李贺,马诗二十三首·其五,诗中写渴望在秋高气爽的疆场上驰骋、为国建立功勋，抒发诗人建功立业热切愿望的句子是：__________,快走踏清秋
李贺,马诗二十三首·其五,诗中名为咏马，实则借物抒怀，点明全诗核心主旨的句子是：__________,何当金络脑，快走踏清秋
李贺,马诗二十三首·其五,诗中勾勒出富有边塞特色的战场景象，暗含诗人投笔从戎、削平藩镇、为国建功愿望的写景句是：__________,大漠沙如雪，燕山月似钩
李贺,马诗二十三首·其五,《马诗二十三首?其五》的作者和所属朝代是什么？作者在诗坛有哪些公认的称号与地位？,作者是唐代诗人李贺，字长吉，是 “长吉体” 诗歌的开创者，有 “诗鬼” 之称，是中唐的浪漫主义诗人，与李白、李商隐合称为唐代三李，与 “诗圣” 杜甫、“诗仙” 李白、“诗佛” 王维齐名。
李贺,马诗二十三首·其五,这首诗的创作背景是什么？,《马诗二十三首》历来被认为非一时一地之作，据吴企明《李贺集》考证，这组诗创作于元和九年（814 年），时逢马年，诗人感慨万千，一气呵成创作了这组诗，这首诗便是《马诗二十三首》中的第五首。
李贺,马诗二十三首·其五,从题材和体裁来看，这首诗分别属于什么类型的作品？,从体裁来看，这是一首五言绝句，是《马诗二十三首》中的第五首；从题材来看，这是一首咏物诗，也是一首边塞题材的抒怀诗，名为咏马，实则借物抒怀。
李贺,马诗二十三首·其五,这首诗名为咏马，实际上核心表达了什么内容？,这首诗看起来是写马，其实是借马来抒情，名为咏马，实则借物抒怀。诗人以良马自比，抒写自己投笔从戎、削平藩镇、为国建功的热切愿望，抒发了自己怀才不遇、不被统治者赏识，但又热切期望自己的抱负得以施展、为国建立功业的情感。
李贺,马诗二十三首·其五,“大漠沙如雪，燕山月似钩” 两句运用了什么修辞手法？描绘了怎样的画面？,这两句运用了比喻的修辞手法，将大漠里的黄沙比作白雪，将燕山上的明月比作弯钩。描绘出了这样的画面：平沙万里，在月光下像铺上了一层白皑皑的霜雪；连绵的燕山山岭上，一弯明月当空，如弯钩一般，勾勒出边塞大漠壮阔苍凉、辽阔雄浑的月夜景象，铺展了适于骏马驰骋的边疆原野景色。
李贺,马诗二十三首·其五,诗中的 “金络脑” 指的是什么？有什么象征意义？,“金络脑” 指的是用黄金装饰的马笼头，是贵重的马具，象征着马匹受到主人的重视与赏识；在诗中，诗人以良马自比，“金络脑” 也象征着诗人自己受到朝廷的重用、得到施展抱负的机会。
李贺,马诗二十三首·其五,这首诗的前两句和后两句分别写了什么核心内容？,诗的前两句侧重写景，运用比喻手法描绘了大漠沙如雪、燕山月似钩的边塞壮阔苍凉景象，勾勒出适于骏马驰骋的边疆原野景色，为后文的抒情做了铺垫；诗的后两句侧重抒情，诗人以良马自比，借马抒情，抒写了自己渴望受到重用、一展雄才大志、为国建功立业的热切愿望，点明了全诗借物抒怀的核心主旨。
李贺,马诗二十三首·其五,这首诗运用了什么核心表现手法？有什么表达效果？,这首诗核心运用了托物言志（借物抒怀）的表现手法，名为咏马，实则借马抒情。诗人以良马自比，通过写良马渴望配上金络脑、在清秋疆场驰骋建功，委婉抒发了自己怀才不遇、不被统治者赏识的愤懑，同时也表达了自己热切期望受到重用、施展抱负、为国建立功业的壮志，让情感表达含蓄深沉，意蕴深长，极具艺术感染力。
李贺,马诗二十三首·其五,这首诗的核心主旨是什么？,这首诗是《马诗二十三首》中的第五首，名为咏马，实际上是借物抒怀。全诗前两句描绘了适于骏马驰骋的燕山原野的壮阔边塞景色；后两句诗人自比为良马，抒写了自己投笔从戎、削平藩镇、为国建功的热切愿望，抒发了自己虽不被统治者赏识、怀才不遇，但仍热切期望自己受到重用、一展雄才大志的壮志情怀。
李贺,马诗二十三首·其五,“何当金络脑，快走踏清秋” 两句中，“何当” 一词有什么表达效果？,“何当” 的意思是 “什么时候才能够”，这个词以反问的语气，既强化了诗人对自己能够受到重用、施展抱负的热切期盼，也暗含了诗人当下怀才不遇、壮志难酬的无奈与愤懑，让诗句的情感表达更有层次，更显深沉。
李贺,马诗二十三首·其五,这首诗的语言风格有什么突出特点？,全诗语言明快，风格健爽，语意深长。没有华丽晦涩的辞藻，以极简练的笔墨写景抒情，前两句写景画面感极强，后两句抒情直抒胸臆，既明快健朗，又意蕴深远，尽显李贺诗歌的创作特色。
李贺,马诗二十三首·其五,诗中的 “燕山” 和 “清秋” 分别指的是什么？在诗中有什么作用？,“燕山” 一说指位于今河北省的燕山，一说为燕然山，即今之杭爱山，在诗中代指边塞疆场，是古代的征战之地，既点明了诗歌的边塞背景，也暗含了诗人投笔从戎、征战沙场、建功立业的愿望；“清秋” 指秋高气爽的秋天，清秋时节草黄马肥，正是骏马驰骋、将士出征的好时节，既契合骏马驰骋的场景，也烘托了诗人渴望建功立业的昂扬豪情。
李贺,马诗二十三首·其五,前两句描绘的边塞景象，在全诗中有什么作用？,前两句描绘了大漠沙如雪、燕山月似钩的壮阔苍凉的边塞景象，一方面勾勒出了适于骏马驰骋的辽阔原野，为后文写马的渴望驰骋做了场景铺垫；另一方面，燕山、大漠都是古代的边塞征战之地，暗含战场的杀伐之气，契合诗人投笔从戎、削平藩镇、为国建功的愿望，为全诗的抒怀奠定了雄浑苍凉的基调。
李贺,马诗二十三首·其五,这首诗是如何做到情景交融的？,这首诗先以景起兴，前两句描绘了大漠、燕山、明月、平沙构成的壮阔苍凉的边塞月夜图景，这辽阔的疆场正是骏马驰骋、英雄建功的地方，既为后文写良马的渴望做了铺垫，也暗含了诗人自己渴望建功立业的壮志；后两句则由景生情，借良马渴望驰骋疆场的心愿，直接抒发了自己怀才不遇的愤懑与渴望被重用、一展抱负的热切愿望，做到了情景交融，景与情浑然一体。
李贺,马诗二十三首·其五,诗人为什么要以 “马” 作为核心意象来抒情？,马在古代是驰骋疆场、建功立业的重要工具，良马象征着贤才、志士。诗人以马自比，名为咏马，实则写人，借良马渴望配上金络脑、驰骋疆场，来委婉抒发自己怀才不遇、不被赏识的处境，以及渴望受到重用、施展抱负、为国建功立业的壮志，让情感表达更含蓄、更形象，也更具感染力，同时也契合了诗歌边塞题材的背景。
杨炯,从军行,《从军行》中，开篇写边塞报警烽火传到长安，形象化表现军情紧急，同时直接激起志士爱国热情的句子是：__________,烽火照西京，心中自不平
杨炯,从军行,诗中以 “烽火” 这一核心意象，渲染紧张急迫的战争氛围，点明边关战事危急的句子是：__________,烽火照西京
杨炯,从军行,诗中写边报传来，壮士内心激荡难平，直抒胸臆写出爱国热情被点燃的句子是：__________,心中自不平
杨炯,从军行,诗中描写将军手执兵符辞别皇宫，精锐骑兵围敌攻城，尽显唐军出征赫赫声威的句子是：__________,牙璋辞凤阙，铁骑绕龙城
杨炯,从军行,诗中写军队领命出征、辞别京城，烘托出出征仪式庄重威严的句子是：__________,牙璋辞凤阙
杨炯,从军行,诗中写唐军铁骑勇猛出击，将敌方重镇团团包围，凸显军队锐不可当气势的句子是：__________,铁骑绕龙城
杨炯,从军行,诗中颔联完整描写军队辞京出战、奔赴前线的壮阔场景，展现出征气势的核心句子是：__________,牙璋辞凤阙，铁骑绕龙城
杨炯,从军行,诗中视听结合，通过风雪、旗画、鼓声烘托边塞战场激烈残酷战斗场面的千古名句是：__________,雪暗凋旗画，风多杂鼓声
杨炯,从军行,诗中从视觉角度落笔，写大雪纷飞让军旗彩画黯然失色，烘托战场环境极端恶劣的句子是：__________,雪暗凋旗画
杨炯,从军行,诗中从听觉角度落笔，写狂风怒吼夹杂着咚咚战鼓，渲染战场紧张厮杀氛围的句子是：__________,风多杂鼓声
杨炯,从军行,诗中颈联以景物描写侧面烘托，极力渲染边塞战场激烈战斗氛围的核心句子是：__________,雪暗凋旗画，风多杂鼓声
杨炯,从军行,诗中直抒胸臆，抒发书生保边卫国的壮志豪情，成为千古传诵的爱国励志名句是：__________,宁为百夫长，胜作一书生
杨炯,从军行,诗中表达诗人宁愿做低级军官为国冲锋陷阵，也不愿做白面书生的人生选择，点明全诗核心主旨的句子是：__________,宁为百夫长，胜作一书生
杨炯,从军行,诗中展现初唐士人投笔从戎、建功立业时代精神，将全诗爱国热情推向顶点的句子是：__________,宁为百夫长，胜作一书生
杨炯,从军行,诗中完整描写读书士子从军边塞、参加战斗全过程，首尾呼应的核心句子是：__________,烽火照西京，心中自不平。宁为百夫长，胜作一书生
杨炯,从军行,《从军行》的作者和所属朝代是什么？作者在诗坛有哪些公认的地位？,作者是唐代诗人杨炯，他是 “初唐四杰” 之一，如意元年改任盈川县令，后世称其为 “杨盈川”。
杨炯,从军行,这首诗的创作背景是什么？,这首诗作于唐高宗调露、永隆年间（公元 679—681 年），当时吐蕃、突厥曾多次侵扰甘肃一带，裴行俭奉命出师征讨；也有注家在《唐诗解》中认为，此诗是作者看到朝廷重武轻文，心中有所不平，故作诗以抒发感慨。
杨炯,从军行,诗题中的 “从军行” 具体指什么？,“从军行” 是汉代乐府旧题，属于军旅题材的乐府曲调，多用来描写军旅征战、边塞生活相关的内容，这首诗是诗人借用这一乐府旧题创作的诗作。
